date,T10_yield_logdiff,DXY_logdiff,Oil_WTI_diff,SP500_logdiff,T10_yield_logdiff_lag1,T10_yield_logdiff_lag2,T10_yield_logdiff_lag3,T10_yield_logdiff_lag4,T10_yield_logdiff_lag5,TED_Spread_logdiff_lag5,T10_yield_logdiff_rollmean20,T10_yield_logdiff_rollstd20,T10_yield_logdiff_rollmean60,T10_yield_logdiff_rollstd60,VIX_logdiff_rollmean20,TED_Spread_logdiff_rollstd20,T10_yield_logdiff_lag1_rollmean20,T10_yield_logdiff_lag2_rollmean20,T10_yield_logdiff_lag3_rollmean20,TED_Spread_logdiff_lag2_rollstd60,VIX_x_SP500_lag1
2006-04-06,0.0123204843880406,0.0007850697327365,0.4599999999999937,-0.0019232391163139,-0.0061792163659581,-0.0020512827705572,0.0041067819526532,0.0,0.0103413537947327,0.041672696400568,0.0016599034704797,0.0090434813026932,0.0016805936843256,0.0079046686597205,-0.0051018109504415,0.0507598356646908,0.0011494759112349,0.0013528400693756,0.0014554042079035,0.0519252919927269,0.0001219381216336
2006-04-07,0.0141846349919563,0.0026015026400756,-0.2000000000000028,-0.0103973529590453,0.0123204843880406,-0.0061792163659581,-0.0020512827705572,0.0041067819526532,0.0,-0.0206192872027356,0.0021586085932604,0.0094570930841263,0.001804517901276,0.0080425588722982,0.0017007031463462,0.0502783357169792,0.0016599034704797,0.0011494759112349,0.0013528400693756,0.0518968705248149,-0.0001314576257027
2006-04-10,0.0,-9.560429390020886e-05,1.2700000000000102,0.0008641538115483,0.0141846349919563,0.0123204843880406,-0.0061792163659581,-0.0020512827705572,0.0041067819526532,-0.0645385211375711,0.0020536767604143,0.009469428268935,0.0019546690669821,0.0079204223480294,0.0034818817865367,0.0501236403854696,0.0021586085932604,0.0016599034704797,0.0011494759112349,0.0501551303713442,5.953510803266848e-05
2006-04-11,-0.0080808520539386,-0.0011838601797027,0.7399999999999949,-0.0077811541263788,0.0,0.0141846349919563,0.0123204843880406,-0.0061792163659581,-0.0020512827705572,0.0,0.0022825540013136,0.0091448784371282,0.0020477821782275,0.0077649661947337,0.0095487134190409,0.047933840427927,0.0020536767604143,0.0021586085932604,0.0016599034704797,0.0501551303713442,5.559396489066983e-05
2006-04-12,0.0100909029819629,0.0006837804753061,-0.5,0.001204066548337,-0.0080808520539386,0.0,0.0141846349919563,0.0123204843880406,-0.0061792163659581,0.0219789067187753,0.0025752344266359,0.0093030365665761,0.0022925923820707,0.007783425038123,0.0058548766994616,0.0453257693679256,0.0022825540013136,0.0020536767604143,0.0021586085932604,0.0501551303713442,0.000144994644942
2006-04-13,0.0139583522507067,0.0011651368511431,1.0,0.0007760240055052,0.0100909029819629,-0.0080808520539386,0.0,0.0141846349919563,0.0123204843880406,0.0,0.0041260511844001,0.0083992317760263,0.0025252315862492,0.0079211231523038,0.0016421837284573,0.0445001742965879,0.0025752344266359,0.0022825540013136,0.0020536767604143,0.0500546365046922,-3.640255679145492e-05
2006-04-18,-0.0119523335238409,-0.0080060142661508,1.75,0.0139888539129104,0.0139583522507067,0.0100909029819629,-0.0080808520539386,0.0,0.0141846349919563,0.0,0.0032068899916936,0.0091095664565364,0.0021731197562512,0.0080883439146372,-0.0030621812620359,0.0455318931809284,0.0041260511844001,0.0025752344266359,0.0022825540013136,0.0462874910829053,-6.39978553081487e-05
2006-04-19,0.0099701723198497,-0.0032961309383043,0.789999999999992,0.0020250765018055,-0.0119523335238409,0.0139583522507067,0.0100909029819629,-0.0080808520539386,0.0,0.0,0.0039195316972861,0.0090501272378777,0.0023773845495963,0.0081284877802731,-0.0020340320887121,0.0440821392237325,0.0032068899916936,0.0041260511844001,0.0025752344266359,0.0450409800880836,-9.851346286032956e-05
2006-04-20,0.0,0.0015157606270754,-0.1099999999999994,0.0011672489722762,0.0099701723198497,-0.0119523335238409,0.0139583522507067,0.0100909029819629,-0.0080808520539386,0.0215062052209634,0.0033859087027475,0.0089450276600654,0.0024155670787055,0.0081115502721504,8.59845439763354e-05,0.0422627275836042,0.0039195316972861,0.0032068899916936,0.0041260511844001,0.0457819272349388,5.645178088731628e-05
2006-04-21,-0.0059701669865037,-0.0006323772315663,1.7700000000000102,-0.0001372089048681,0.0,0.0099701723198497,-0.0119523335238409,0.0139583522507067,0.0100909029819629,0.041672696400568,0.003193670319038,0.0091095074720694,0.0021638562362092,0.0081338794391404,0.0016668210133795,0.0427950572532726,0.0033859087027475,0.0039195316972861,0.0032068899916936,0.0458016557887847,-5.024755810661919e-06
2006-04-24,-0.0040000053333459,-0.0031981654192767,-3.5400000000000063,-0.0024204455810252,-0.0059701669865037,0.0,0.0099701723198497,-0.0119523335238409,0.0139583522507067,0.0202027073175194,0.0026755353629792,0.009213880787852,0.0017597201334877,0.0078163141499328,0.0025310813754529,0.0399667875369517,0.003193670319038,0.0033859087027475,0.0039195316972861,0.0445769607190419,-1.881214111258584e-06
2006-04-25,0.0159049078396644,-0.0014973319902189,-2.759999999999991,-0.0048815125973344,-0.0040000053333459,-0.0059701669865037,0.0,0.0099701723198497,-0.0119523335238409,-0.0618754037180875,0.0041090872961142,0.0089103316817846,0.0018769813018024,0.0079759249293881,0.0024416359133167,0.0428852433109468,0.0026755353629792,0.003193670319038,0.0033859087027475,0.0444722019826495,-0.0
2006-04-26,0.0098136214483244,-0.0007884386998098,4.279999999999987,0.0028153702971467,0.0159049078396644,-0.0040000053333459,-0.0059701669865037,0.0,0.0099701723198497,-0.0215062052209634,0.0042795965167701,0.0089888305081794,0.0020773740867879,0.0080224105374773,0.0012920615591943,0.0411951278661674,0.0041090872961142,0.0026755353629792,0.003193670319038,0.0442189113788398,-4.152711945322507e-06
2006-04-27,-0.0058766084889849,-0.0038073940554284,-0.9499999999999886,0.0032961576805394,0.0098136214483244,0.0159049078396644,-0.0040000053333459,-0.0059701669865037,0.0,0.0425596144187958,0.0030373709569803,0.0085585355324667,0.0019058469751529,0.0080813880592104,0.0011102078655505,0.0418892969661138,0.0042795965167701,0.0041090872961142,0.0026755353629792,0.0451900934834259,1.9087329362586963e-05
2006-04-28,-0.0039370129593394,-0.0038005477563647,1.039999999999992,0.0006793149699388,-0.0058766084889849,0.0098136214483244,0.0159049078396644,-0.0040000053333459,-0.0059701669865037,-0.0210534091978323,0.0026321866742711,0.0086930259442703,0.0018769813018024,0.0080993936831317,0.0028401600544575,0.0374755849242474,0.0030373709569803,0.0042795965167701,0.0041090872961142,0.045354957406659,-7.034320911143328e-05
2006-05-02,0.0098136214483244,-0.0049448946843089,2.8200000000000074,0.0019818253463563,-0.0039370129593394,-0.0058766084889849,0.0098136214483244,0.0159049078396644,-0.0040000053333459,0.0,0.0026058000569506,0.0086691622977161,0.0018940205690883,0.0081152461828625,0.0017828713916918,0.0374033917815337,0.0026321866742711,0.0030373709569803,0.0042795965167701,0.0439763999484319,2.304936866418649e-05
2006-05-03,0.0058422756242284,-0.00102349068404,-2.3599999999999994,-0.0038835036433493,0.0098136214483244,-0.0039370129593394,-0.0058766084889849,0.0098136214483244,0.0159049078396644,-0.0659579677917974,0.0028979138381621,0.0086751644755408,0.0019913918294921,0.0081271761625213,0.0025668595790165,0.0374380158600943,0.0026058000569506,0.0026321866742711,0.0030373709569803,0.044010283751492,0.0
2006-05-04,0.0019398648178265,-0.000711630679369,-2.280000000000001,0.003152232936836,0.0058422756242284,0.0098136214483244,-0.0039370129593394,-0.0058766084889849,0.0098136214483244,0.0444517625708339,0.0027895679814207,0.0086728032686265,0.0021334927906702,0.0080488178785507,0.0012377926181997,0.0374380158600943,0.0028979138381621,0.0026058000569506,0.0026321866742711,0.0443544402197195,4.233630805538381e-05
2006-05-05,-0.007782140442055,-0.0023548596914313,0.1099999999999994,0.0102426661226857,0.0019398648178265,0.0058422756242284,0.0098136214483244,-0.0039370129593394,-0.0058766084889849,0.0631789016215315,0.0025030250978458,0.008931958766419,0.0019671201014759,0.0081499497999328,0.0021092758462313,0.0378274857781557,0.0027895679814207,0.0028979138381621,0.0026058000569506,0.0439114890432861,-6.444312212092349e-05
2006-05-08,0.0,-0.0006582567747566,-0.3400000000000034,-0.0008300387341275,-0.007782140442055,0.0019398648178265,0.0058422756242284,0.0098136214483244,-0.0039370129593394,-0.0206192872027356,0.0028119859161437,0.0087201899507165,0.0018940205690883,0.0081475558646699,0.0037631242250273,0.0485526082351883,0.0025030250978458,0.0027895679814207,0.0028979138381621,0.044580474663458,0.0003295977121406
2006-05-09,0.0019512201312619,-0.0024382932086872,0.9599999999999936,0.0003622767493061,0.0,-0.007782140442055,0.0019398648178265,0.0058422756242284,0.0098136214483244,-0.0425596144187958,0.0022935227033048,0.008428478776524,0.001963050594273,0.0081298891079574,0.0023041619519587,0.0487122929394322,0.0028119859161437,0.0025030250978458,0.0027895679814207,0.0447091477044422,6.919873132157347e-07
2006-05-10,0.0,-0.0032924110653791,1.440000000000012,-0.0017296437236282,0.0019512201312619,0.0,-0.007782140442055,0.0019398648178265,0.0058422756242284,-0.0219789067187753,0.001584290953707,0.0079589318797929,0.0020363107854903,0.0080913321257325,-0.0019969376142312,0.0487122929394322,0.0022935227033048,0.0028119859161437,0.0025030250978458,0.0481275249192987,-6.401354377732775e-06
2006-05-11,0.0019474202843954,-0.0010436004330571,0.8499999999999943,-0.0128806746783585,0.0,0.0019512201312619,0.0,-0.007782140442055,0.0019398648178265,0.0645385211375711,0.0016816619679268,0.0079504372586574,0.0018862175899103,0.0080062034646809,0.0012156190322153,0.0615782864147156,0.001584290953707,0.0022935227033048,0.0028119859161437,0.0480602535004384,-0.0001012276513046
2006-05-12,0.0096806177107235,0.0035208919144764,-1.1299999999999957,-0.011304817461097,0.0019474202843954,0.0,0.0019512201312619,0.0,-0.007782140442055,-0.0210534091978323,0.0025697354561599,0.0077929884883486,0.0020839116508617,0.0080503958928971,0.0043794066855207,0.0621555087071373,0.0016816619679268,0.001584290953707,0.0022935227033048,0.0479306873683993,-0.0016436921665472
2006-05-15,-0.0077369825021524,0.0049424105023581,-2.6200000000000045,0.0025215307844028,0.0096806177107235,0.0019474202843954,0.0,0.0019512201312619,0.0,-0.1365755350057508,0.0016783411819541,0.0079061985046059,0.0018100334930332,0.0081010117989583,0.0030773097965067,0.0619738985664235,0.0025697354561599,0.0016816619679268,0.001584290953707,0.0518730730912428,0.0005050542207498
2006-05-16,-0.0097561749453647,-0.0016745937062214,0.1500000000000056,-0.001871231272629,-0.0077369825021524,0.0096806177107235,0.0019474202843954,0.0,0.0019512201312619,-0.0246926125903713,0.0004926148221505,0.0077442068952795,0.0016835447120287,0.008222497830411,0.0037717058794904,0.0639161259227815,0.0016783411819541,0.0025697354561599,0.0016816619679268,0.0514545547817868,-4.121464508861275e-05
2006-05-17,0.0116960397631913,0.0028417574310184,-0.75,-0.0169844939825454,-0.0097561749453647,-0.0077369825021524,0.0096806177107235,0.0019474202843954,0.0,0.0,0.0016750334865021,0.0075469051914989,0.0019509425903502,0.0082836792846761,0.0177547374359607,0.0624567577202512,0.0004926148221505,0.0016783411819541,0.0025697354561599,0.0518886566214591,-0.0003689913118078
2006-05-18,-0.0156253179030807,0.0023650484084685,0.9799999999999898,-0.006721550408602,0.0116960397631913,-0.0097561749453647,-0.0077369825021524,0.0096806177107235,0.0019474202843954,0.1612681475961221,0.0003952589753556,0.0082074938651112,0.0018730708256188,0.0084277490155269,0.0203026931454402,0.0629943392754434,0.0016750334865021,0.0004926148221505,0.0016783411819541,0.0523823701799965,-0.0007459051614342
2006-05-19,-0.0059230183031222,0.0023482360436295,-1.1899999999999975,0.0041283576149622,-0.0156253179030807,0.0116960397631913,-0.0097561749453647,-0.0077369825021524,0.0096806177107235,-0.0434851119397388,9.91080601995648e-05,0.0083284750805834,0.0016645839730192,0.0084638290559891,0.0194649237126408,0.0624418008389676,0.0003952589753556,0.0016750334865021,0.0004926148221505,0.0518700089771402,-7.475023352605272e-05
2006-05-22,-0.0019821612039911,4.799084294848655e-05,0.7900000000000063,-0.0039224146258121,-0.0059230183031222,-0.0156253179030807,0.0116960397631913,-0.0097561749453647,-0.0077369825021524,-0.0454623740767573,0.0002985083493251,0.0082225838519401,0.0017780690431389,0.0083663459891746,0.0212275643912637,0.0623552319854946,9.91080601995648e-05,0.0003952589753556,0.0016750334865021,0.0519967608953749,0.0001277645296248
2006-05-23,0.0059347355198147,-0.0023839448794111,1.5499999999999972,-0.0043594776106488,-0.0019821612039911,-0.0059230183031222,-0.0156253179030807,0.0116960397631913,-0.0097561749453647,0.0674412807955326,0.0007952453919832,0.0082492797193957,0.0017669699012799,0.0083602792071218,0.0220429817288327,0.0625712524980369,0.0002985083493251,9.91080601995648e-05,0.0003952589753556,0.0504046082092939,-0.0001177466900435
2006-05-24,-0.007920833491444,0.0070281439391246,-1.3100000000000025,0.0015824032180074,0.0059347355198147,-0.0019821612039911,-0.0059230183031222,-0.0156253179030807,0.0116960397631913,0.0,-0.0003960416745721,0.0076510973970654,0.0015620164330925,0.0084455243618896,0.0195157734321018,0.0609724077805995,0.0007952453919832,0.0002985083493251,9.91080601995648e-05,0.0503329590877026,0.0002203461597408
2006-05-25,0.007920833491444,-0.0056187624221681,1.4500000000000028,0.0113059403113116,-0.007920833491444,0.0059347355198147,-0.0019821612039911,-0.0059230183031222,-0.0156253179030807,0.0425596144187958,-0.0004906810724162,0.007528893800552,0.0016576798921773,0.0084850699535173,0.013806804072736,0.0604258621441715,-0.0003960416745721,0.0007952453919832,0.0002985083493251,0.05045099764032,-0.0001793316763223
2006-05-26,-0.0019743343037177,0.0005844434007258,0.4299999999999926,0.0057030433657203,0.007920833491444,-0.007920833491444,0.0059347355198147,-0.0019821612039911,-0.0059230183031222,0.0206192872027356,-0.0002955673631528,0.0074319092288207,0.0017706541722752,0.0083886890596313,0.0092987392765145,0.059130295502905,-0.0004906810724162,-0.0003960416745721,0.0007952453919832,0.0506196269524158,-0.000942707493726
2006-05-30,0.0059113472630571,-0.0031869072308206,0.5,-0.0159765596575205,-0.0019743343037177,0.007920833491444,-0.007920833491444,0.0059347355198147,-0.0019821612039911,0.0202027073175194,0.0001968506479669,0.0075038529545853,0.0017232967748329,0.0083565631203574,0.0238119769033768,0.0588944390974966,-0.0002955673631528,-0.0004906810724162,-0.0003960416745721,0.0503730079386452,0.0015336839818831
2006-05-31,0.0058766084889849,0.0018683605073626,-0.4299999999999926,0.0080792000284137,0.0059113472630571,-0.0019743343037177,0.007920833491444,-0.007920833491444,0.0059347355198147,-0.0202027073175194,-5.290906601729261e-18,0.0072867967804453,0.0016406678802208,0.0082891862186841,0.0157822210294305,0.0581827927388633,0.0001968506479669,-0.0002955673631528,-0.0004906810724162,0.0504915730289224,0.0020236678262307
2006-06-01,-0.0019550348358032,2.1478640770844493e-05,-1.3100000000000025,0.0122233273698579,0.0058766084889849,0.0059113472630571,-0.0019743343037177,0.007920833491444,-0.007920833491444,0.0400053346136991,-0.0003898655230015,0.0071653435415121,0.0014650215714342,0.008251140199245,0.0095727020178613,0.0626755240250045,-5.290906601729261e-18,0.0001968506479669,-0.0002955673631528,0.0492782472338718,-0.0010033589234941
2006-06-02,-0.0217614917815127,-0.0022342030621986,2.6200000000000045,0.0019503332475387,-0.0019550348358032,0.0058766084889849,0.0059113472630571,-0.0019743343037177,0.007920833491444,0.0194180858571016,-0.0015749333529685,0.0085800621502164,0.0008900129454519,0.0086449036786439,0.009424288398146,0.0616880976958892,-0.0003898655230015,-5.290906601729261e-18,0.0001968506479669,0.0493904616075142,-0.0001695356910136
2006-06-05,0.0039920212695374,-0.0019115295230411,-0.2300000000000039,-0.0179600220173385,-0.0217614917815127,-0.0019550348358032,0.0058766084889849,0.0059113472630571,-0.0019743343037177,-0.0194180858571016,-0.0009862252673889,0.0085355660967619,0.0009565466332775,0.0086532955864397,0.0179841232501343,0.068770882789094,-0.0015749333529685,-0.0003898655230015,-5.290906601729261e-18,0.0512100956815666,0.0002940186951277
2006-06-06,-0.0019940186068643,0.0079463164854898,-0.0699999999999931,-0.0011387773107429,0.0039920212695374,-0.0217614917815127,-0.0019550348358032,0.0058766084889849,0.0059113472630571,0.0,-0.0010859261977321,0.008535085745194,0.0009585118765488,0.0086526002566393,0.0184054660782197,0.0605780666926182,-0.0009862252673889,-0.0015749333529685,-0.0003898655230015,0.0509541495041185,-0.0007292802525005
2006-06-07,0.0019940186068643,0.0001956099828452,-1.5300000000000011,-0.0061110913770088,-0.0019940186068643,0.0039920212695374,-0.0217614917815127,-0.0019550348358032,0.0058766084889849,-0.0198026272961796,-0.001083786273952,0.0085358926258126,0.0009565466332775,0.0086523472298537,0.0197562744129308,0.0599368648126754,-0.0010859261977321,-0.0009862252673889,-0.0015749333529685,0.0538263628089532,-2.98160209337438e-05
2006-06-08,-0.0039920212695374,0.0077851017817298,-0.6500000000000057,0.0014160484463516,0.0019940186068643,-0.0019940186068643,0.0039920212695374,-0.0217614917815127,-0.0019550348358032,0.1133286853070032,-0.0012833873374288,0.0085558666295791,0.0008198374031795,0.0086648541781496,0.0221613198138569,0.0600092944862755,-0.001083786273952,-0.0010859261977321,-0.0009862252673889,0.0532008807684457,-0.0001859673379291
2006-06-09,-0.0040080213975386,-0.0038910633744668,1.3700000000000043,-0.0044856559701651,-0.0039920212695374,0.0019940186068643,-0.0019940186068643,0.0039920212695374,-0.0217614917815127,0.0350913198112698,-0.0015811594215255,0.0085411276541051,0.0007180597689385,0.0086854188639035,0.0186043988238673,0.0494919622933461,-0.0012833873374288,-0.001083786273952,-0.0010859261977321,0.0532301219383769,-1.7861006889317832e-05
2006-06-12,0.0020060187268657,2.33388213395358e-05,-1.3400000000000034,-0.0119372174925924,-0.0040080213975386,-0.0039920212695374,0.0019940186068643,-0.0019940186068643,0.0039920212695374,-0.1286173778220934,-0.0019648893707184,0.0081730031196565,0.000962466695585,0.008507124343261,0.0195039184140445,0.0533840770123529,-0.0015811594215255,-0.0012833873374288,-0.001083786273952,0.0532444778149561,-0.0006531095303551
2006-06-13,-0.00401606965489,0.0037545082704832,-1.7999999999999972,-0.0111738459303234,0.0020060187268657,-0.0040080213975386,-0.0039920212695374,0.0019940186068643,-0.0019940186068643,0.0384662808277961,-0.0017788437283553,0.0080764753962674,0.0008249106267449,0.0085199911850345,0.0281122093325996,0.0553087591088062,-0.0019648893707184,-0.0015811594215255,-0.0012833873374288,0.0531898660859947,-0.0015218734831725
2006-06-14,0.015968403178731,-0.0008728020583008,0.6400000000000006,0.0051758847821616,-0.00401606965489,0.0020060187268657,-0.0040080213975386,-0.0039920212695374,0.0019940186068643,0.0186921330121525,-0.0004926148221505,0.0087587517290026,0.0013753503948,0.0084112245295613,0.0237337176178147,0.0538405489954256,-0.0017788437283553,-0.0019648893707184,-0.0015811594215255,0.0539833100215315,0.0011611293427733
2006-06-15,0.0098522964430116,0.0005138621505924,0.6599999999999966,0.0210127547396172,0.015968403178731,-0.00401606965489,0.0020060187268657,-0.0040080213975386,-0.0039920212695374,0.0363676441708749,-0.0005848019881595,0.0086325053513102,0.001432373830012,0.0084575492473904,-0.0011194497446739,0.0652420271268979,-0.0004926148221505,-0.0017788437283553,-0.0019648893707184,0.054374893704345,-0.0015521009958448
2006-06-16,0.0058651194523982,0.0002841292594899,-0.0300000000000011,-0.0036846514409676,0.0098522964430116,0.015968403178731,-0.00401606965489,0.0020060187268657,-0.0040080213975386,0.0,0.0004897198796143,0.0079742191397405,0.0016015035174187,0.0084427780065169,0.0007593603896764,0.0659034314330705,-0.0005848019881595,-0.0004926148221505,-0.0017788437283553,0.0541157056896602,0.0017123931417073
