date,T10_yield_logdiff,VIX_logdiff,DXY_logdiff,Oil_WTI_diff,TED_Spread_logdiff,SP500_logdiff,T10_yield_logdiff_lag1,T10_yield_logdiff_lag2,T10_yield_logdiff_lag3,T10_yield_logdiff_lag4,T10_yield_logdiff_lag5,VIX_logdiff_lag1,VIX_logdiff_lag2,VIX_logdiff_lag3,VIX_logdiff_lag4,VIX_logdiff_lag5,DXY_logdiff_lag1,DXY_logdiff_lag2,DXY_logdiff_lag3,DXY_logdiff_lag4,DXY_logdiff_lag5,Oil_WTI_diff_lag1,Oil_WTI_diff_lag2,Oil_WTI_diff_lag3,Oil_WTI_diff_lag4,Oil_WTI_diff_lag5,TED_Spread_logdiff_lag1,TED_Spread_logdiff_lag2,TED_Spread_logdiff_lag3,TED_Spread_logdiff_lag4,TED_Spread_logdiff_lag5,SP500_logdiff_lag1,SP500_logdiff_lag2,SP500_logdiff_lag3,SP500_logdiff_lag4,SP500_logdiff_lag5
2006-01-11,0.0067491819749283,0.0073394824880459,-0.0027258027042513,0.5,0.0,0.003475497476943,0.0113508596686895,0.0,0.0045766670274116,0.0,-0.0022909517465556,-0.0245578507816643,0.0117488924890829,-0.0277920173296584,-0.0052910176344154,0.0204360732633066,-0.0003574227660436,0.0015514217398733,-0.0027465619120397,0.000702146362526,-0.0052441949062478,-0.1500000000000056,-0.6499999999999915,1.3999999999999917,-0.5999999999999943,0.2999999999999971,-0.1000834585569825,-0.023530497410194,-0.0454623740767573,0.0,-0.0434851119397388,-0.0003566756223527,0.0036496959962182,0.0093555183842175,1.572045804820732e-05,0.0036659643862559
2006-01-12,-0.0090090699423659,0.0234879813072135,0.0019336261303299,0.0500000000000042,0.0,-0.0062940048751594,0.0067491819749283,0.0113508596686895,0.0,0.0045766670274116,0.0,0.0073394824880459,-0.0245578507816643,0.0117488924890829,-0.0277920173296584,-0.0052910176344154,-0.0027258027042513,-0.0003574227660436,0.0015514217398733,-0.0027465619120397,0.000702146362526,0.5,-0.1500000000000056,-0.6499999999999915,1.3999999999999917,-0.5999999999999943,0.0,-0.1000834585569825,-0.023530497410194,-0.0454623740767573,0.0,0.003475497476943,-0.0003566756223527,0.0036496959962182,0.0093555183842175,1.572045804820732e-05
2006-01-13,-0.0136676387286636,0.0026749904493033,-0.0009678461880193,-0.1000000000000014,-0.0266682470821613,0.001204448836658,-0.0090090699423659,0.0067491819749283,0.0113508596686895,0.0,0.0045766670274116,0.0234879813072135,0.0073394824880459,-0.0245578507816643,0.0117488924890829,-0.0277920173296584,0.0019336261303299,-0.0027258027042513,-0.0003574227660436,0.0015514217398733,-0.0027465619120397,0.0500000000000042,0.5,-0.1500000000000056,-0.6499999999999915,1.3999999999999917,0.0,0.0,-0.1000834585569825,-0.023530497410194,-0.0454623740767573,-0.0062940048751594,0.003475497476943,-0.0003566756223527,0.0036496959962182,0.0093555183842175
2006-01-17,-0.0045977092486295,0.0587896146168569,0.0027690637945561,2.5,-0.1451820098444979,-0.0036412090379522,-0.0136676387286636,-0.0090090699423659,0.0067491819749283,0.0113508596686895,0.0,0.0026749904493033,0.0234879813072135,0.0073394824880459,-0.0245578507816643,0.0117488924890829,-0.0009678461880193,0.0019336261303299,-0.0027258027042513,-0.0003574227660436,0.0015514217398733,-0.1000000000000014,0.0500000000000042,0.5,-0.1500000000000056,-0.6499999999999915,-0.0266682470821613,0.0,0.0,-0.1000834585569825,-0.023530497410194,0.001204448836658,-0.0062940048751594,0.003475497476943,-0.0003566756223527,0.0036496959962182
2006-01-18,0.0,0.0281475536235271,0.0016326680699387,-0.5999999999999943,0.0896121586896869,-0.0039049429830875,-0.0045977092486295,-0.0136676387286636,-0.0090090699423659,0.0067491819749283,0.0113508596686895,0.0587896146168569,0.0026749904493033,0.0234879813072135,0.0073394824880459,-0.0245578507816643,0.0027690637945561,-0.0009678461880193,0.0019336261303299,-0.0027258027042513,-0.0003574227660436,2.5,-0.1000000000000014,0.0500000000000042,0.5,-0.1500000000000056,-0.1451820098444979,-0.0266682470821613,0.0,0.0,-0.1000834585569825,-0.0036412090379522,0.001204448836658,-0.0062940048751594,0.003475497476943,-0.0003566756223527
2006-01-19,0.0091743762760412,-0.0222873443034328,-0.0022164104136708,1.0999999999999943,0.0281708769666964,0.0055482532633197,0.0,-0.0045977092486295,-0.0136676387286636,-0.0090090699423659,0.0067491819749283,0.0281475536235271,0.0587896146168569,0.0026749904493033,0.0234879813072135,0.0073394824880459,0.0016326680699387,0.0027690637945561,-0.0009678461880193,0.0019336261303299,-0.0027258027042513,-0.5999999999999943,2.5,-0.1000000000000014,0.0500000000000042,0.5,0.0896121586896869,-0.1451820098444979,-0.0266682470821613,0.0,0.0,-0.0039049429830875,-0.0036412090379522,0.001204448836658,-0.0062940048751594,0.003475497476943
2006-01-20,-0.0022857152808559,0.1950394500812367,-0.0028437520882329,1.2999999999999972,0.0273989741881145,-0.0184963224099918,0.0091743762760412,0.0,-0.0045977092486295,-0.0136676387286636,-0.0090090699423659,-0.0222873443034328,0.0281475536235271,0.0587896146168569,0.0026749904493033,0.0234879813072135,-0.0022164104136708,0.0016326680699387,0.0027690637945561,-0.0009678461880193,0.0019336261303299,1.0999999999999943,-0.5999999999999943,2.5,-0.1000000000000014,0.0500000000000042,0.0281708769666964,0.0896121586896869,-0.1451820098444979,-0.0266682470821613,0.0,0.0055482532633197,-0.0039049429830875,-0.0036412090379522,0.001204448836658,-0.0062940048751594
2006-01-23,-0.0022909517465556,-0.0442332549768256,-0.005252922556429,-0.0999999999999943,-0.0845573880280629,0.0018452837666602,-0.0022857152808559,0.0091743762760412,0.0,-0.0045977092486295,-0.0136676387286636,0.1950394500812367,-0.0222873443034328,0.0281475536235271,0.0587896146168569,0.0026749904493033,-0.0028437520882329,-0.0022164104136708,0.0016326680699387,0.0027690637945561,-0.0009678461880193,1.2999999999999972,1.0999999999999943,-0.5999999999999943,2.5,-0.1000000000000014,0.0273989741881145,0.0281708769666964,0.0896121586896869,-0.1451820098444979,-0.0266682470821613,-0.0184963224099918,0.0055482532633197,-0.0039049429830875,-0.0036412090379522,0.001204448836658
2006-01-24,0.0091324835632724,-0.0455291553846941,-0.0003512449859162,-1.230000000000004,-0.0298529631496813,0.0024025484114442,-0.0022909517465556,-0.0022857152808559,0.0091743762760412,0.0,-0.0045977092486295,-0.0442332549768256,0.1950394500812367,-0.0222873443034328,0.0281475536235271,0.0587896146168569,-0.005252922556429,-0.0028437520882329,-0.0022164104136708,0.0016326680699387,0.0027690637945561,-0.0999999999999943,1.2999999999999972,1.0999999999999943,-0.5999999999999943,2.5,-0.0845573880280629,0.0273989741881145,0.0281708769666964,0.0896121586896869,-0.1451820098444979,0.0018452837666602,-0.0184963224099918,0.0055482532633197,-0.0039049429830875,-0.0036412090379522
2006-01-25,0.0202481608299474,-0.033616610798985,4.630296027752223e-05,-1.230000000000004,-0.0307716586667536,-0.0017222182116816,0.0091324835632724,-0.0022909517465556,-0.0022857152808559,0.0091743762760412,0.0,-0.0455291553846941,-0.0442332549768256,0.1950394500812367,-0.0222873443034328,0.0281475536235271,-0.0003512449859162,-0.005252922556429,-0.0028437520882329,-0.0022164104136708,0.0016326680699387,-1.230000000000004,-0.0999999999999943,1.2999999999999972,1.0999999999999943,-0.5999999999999943,-0.0298529631496813,-0.0845573880280629,0.0273989741881145,0.0281708769666964,0.0896121586896869,0.0024025484114442,0.0018452837666602,-0.0184963224099918,0.0055482532633197,-0.0039049429830875
